Date,City,TAVG,TMAX,TMIN,Humidity (%),Precip (mm),Wind (km/h),Feels Like,Year,Month,Season
2020-05-24,Chennai,29.9,34.5,23.7,87.0,1.7,17.2,31.5,2020,5,1
2020-05-24,Kolkata,27.4,34.6,19.0,82.8,1.3,14.6,25.7,2020,5,1
2020-05-25,Mumbai,30.6,32.6,26.7,47.4,1.7,6.8,31.3,2020,5,1
2020-05-25,Delhi,32.6,34.4,31.2,54.9,1.0,11.2,30.6,2020,5,1
2020-05-25,Bangalore,23.7,28.6,16.8,68.9,0.4,14.3,22.4,2020,5,1
2020-05-25,Chennai,28.7,34.5,22.6,53.8,1.8,18.0,28.0,2020,5,1
2020-05-25,Kolkata,27.5,33.7,21.7,72.9,1.0,20.0,26.2,2020,5,1
2020-05-26,Mumbai,27.7,32.0,24.5,55.8,1.0,9.6,27.9,2020,5,1
2020-05-26,Delhi,32.1,33.2,31.2,75.4,1.2,12.5,31.8,2020,5,1
2020-05-26,Bangalore,22.8,29.3,16.3,47.7,0.2,9.3,23.8,2020,5,1
2020-05-26,Chennai,28.2,31.2,24.9,68.6,0.0,10.6,26.6,2020,5,1
2020-05-26,Kolkata,27.1,32.2,21.0,44.6,0.5,7.5,28.3,2020,5,1
2020-05-27,Mumbai,29.5,32.7,25.7,83.1,1.8,13.9,28.0,2020,5,1
2020-05-27,Delhi,31.7,33.8,29.4,51.2,0.5,8.9,32.2,2020,5,1
2020-05-27,Bangalore,24.3,27.4,19.8,83.0,0.4,16.7,24.9,2020,5,1
2020-05-27,Chennai,29.3,34.6,25.5,65.4,1.9,19.6,28.6,2020,5,1
2020-05-27,Kolkata,27.4,35.6,19.4,76.2,1.3,16.9,27.0,2020,5,1
2020-05-28,Mumbai,28.4,32.2,23.3,48.3,0.7,18.3,30.1,2020,5,1
2020-05-28,Delhi,32.2,35.3,28.9,68.1,0.5,16.0,32.0,2020,5,1
2020-05-28,Bangalore,21.8,26.7,18.0,60.6,1.2,17.9,23.5,2020,5,1
2020-05-28,Chennai,28.3,33.3,22.8,85.6,1.7,14.8,27.3,2020,5,1
2020-05-28,Kolkata,27.0,32.8,21.2,83.3,0.9,16.4,25.8,2020,5,1
2020-05-29,Mumbai,27.9,30.9,23.2,84.0,0.9,11.2,26.8,2020,5,1
2020-05-29,Delhi,32.5,35.0,31.2,72.6,1.9,16.5,30.6,2020,5,1
2020-05-29,Bangalore,21.4,28.0,16.4,71.5,1.3,5.5,22.5,2020,5,1
2020-05-29,Chennai,26.8,31.9,22.2,55.7,0.1,12.0,28.5,2020,5,1
2020-05-29,Kolkata,26.3,35.2,18.5,44.6,1.9,9.7,26.5,2020,5,1
2020-05-30,Mumbai,28.7,31.0,25.3,48.4,1.7,7.3,28.9,2020,5,1
2020-05-30,Delhi,31.2,34.6,28.9,52.7,1.5,16.1,31.2,2020,5,1
2020-05-30,Bangalore,23.6,29.4,19.5,84.2,1.7,7.8,22.0,2020,5,1
2020-05-30,Chennai,28.4,33.7,24.0,46.0,1.8,13.1,29.3,2020,5,1
2020-05-30,Kolkata,27.0,33.2,20.0,80.6,0.4,18.7,27.8,2020,5,1
2020-05-31,Mumbai,28.8,32.8,23.4,78.7,1.6,11.5,30.7,2020,5,1
2020-05-31,Delhi,34.2,36.4,31.6,40.1,1.4,14.3,34.7,2020,5,1
2020-05-31,Bangalore,24.6,28.9,19.6,79.4,1.1,10.6,25.3,2020,5,1
2020-05-31,Chennai,29.1,34.4,24.3,40.0,1.2,12.5,30.3,2020,5,1
2020-05-31,Kolkata,25.9,33.1,20.4,60.9,1.3,9.1,24.4,2020,5,1
2020-06-01,Mumbai,28.8,32.5,23.8,62.9,9.7,12.3,30.1,2020,6,2
2020-06-01,Delhi,31.4,33.1,31.4,61.0,9.4,6.0,31.8,2020,6,2
2020-06-01,Bangalore,23.9,28.0,19.9,75.0,1.0,7.6,23.3,2020,6,2
2020-06-01,Chennai,30.0,34.4,24.0,41.7,10.4,16.4,31.2,2020,6,2
2020-06-01,Kolkata,27.5,35.3,20.6,46.0,2.4,8.2,28.0,2020,6,2
2020-06-02,Mumbai,29.4,32.9,24.9,47.6,10.9,18.4,29.3,2020,6,2
2020-06-02,Delhi,33.0,35.6,30.9,81.8,20.0,16.3,32.8,2020,6,2
2020-06-02,Bangalore,24.1,28.7,17.8,77.6,14.2,6.8,22.6,2020,6,2
2020-06-02,Chennai,30.6,33.7,25.5,77.5,19.9,17.2,29.8,2020,6,2
2020-06-02,Kolkata,27.8,35.3,20.9,69.2,11.2,5.6,26.1,2020,6,2
2020-06-03,Mumbai,29.0,32.7,25.1,70.1,8.3,11.5,29.7,2020,6,2
2020-06-03,Delhi,33.4,34.7,30.4,79.9,19.4,9.8,33.5,2020,6,2
2020-06-03,Bangalore,22.0,28.6,16.1,48.3,12.8,19.3,22.8,2020,6,2
2020-06-03,Chennai,27.9,33.6,23.1,82.6,7.6,20.0,28.0,2020,6,2
2020-06-03,Kolkata,26.7,34.9,18.9,74.8,6.2,10.5,25.2,2020,6,2
2020-06-04,Mumbai,26.4,30.1,24.1,79.4,11.0,12.6,26.9,2020,6,2
2020-06-04,Delhi,31.8,33.4,28.9,55.7,13.5,17.5,32.8,2020,6,2
2020-06-04,Bangalore,21.1,26.1,17.7,40.2,18.2,16.5,20.4,2020,6,2
2020-06-04,Chennai,26.3,31.4,22.7,41.1,14.0,19.6,26.2,2020,6,2
2020-06-04,Kolkata,27.3,34.5,19.1,63.2,1.9,9.4,29.2,2020,6,2
2020-06-05,Mumbai,28.4,30.9,24.7,87.6,9.6,9.6,28.2,2020,6,2
2020-06-05,Delhi,30.7,34.4,28.1,69.3,3.1,19.7,30.9,2020,6,2
2020-06-05,Bangalore,23.6,28.4,17.6,64.2,8.0,12.5,22.5,2020,6,2
2020-06-05,Chennai,26.7,31.2,23.0,75.8,17.4,15.4,25.7,2020,6,2
2020-06-05,Kolkata,25.4,32.4,20.4,88.9,7.3,5.6,24.6,2020,6,2
2020-06-06,Mumbai,27.5,32.2,23.6,76.6,7.2,16.2,26.7,2020,6,2
2020-06-06,Delhi,31.1,33.0,28.9,53.4,13.7,13.8,31.9,2020,6,2
2020-06-06,Bangalore,23.2,28.5,16.5,69.4,8.1,14.7,21.6,2020,6,2
2020-06-06,Chennai,28.2,32.2,25.9,74.0,8.4,6.5,27.9,2020,6,2
2020-06-06,Kolkata,27.6,34.6,21.1,60.7,1.3,8.6,28.3,2020,6,2
2020-06-07,Mumbai,28.4,32.3,23.2,71.7,4.7,5.3,28.9,2020,6,2
2020-06-07,Delhi,31.8,33.5,29.3,48.1,11.5,16.7,32.5,2020,6,2
2020-06-07,Bangalore,24.4,29.9,17.2,81.8,5.2,14.5,24.3,2020,6,2
2020-06-07,Chennai,29.0,34.1,24.3,74.7,9.1,17.5,27.6,2020,6,2
2020-06-07,Kolkata,28.0,35.6,20.4,42.8,17.6,8.3,29.8,2020,6,2
2020-06-08,Mumbai,27.5,30.1,25.1,53.1,3.3,16.9,26.6,2020,6,2
2020-06-08,Delhi,33.1,35.0,29.9,83.1,16.9,15.5,33.9,2020,6,2
2020-06-08,Bangalore,23.3,27.8,19.1,60.7,4.4,18.2,22.1,2020,6,2
2020-06-08,Chennai,27.8,31.6,24.1,48.4,9.6,5.1,28.4,2020,6,2
2020-06-08,Kolkata,26.5,32.3,21.6,45.3,12.3,7.6,25.2,2020,6,2
2020-06-09,Mumbai,26.4,30.4,23.6,48.8,8.6,13.6,28.1,2020,6,2
2020-06-09,Delhi,31.8,33.2,31.8,78.5,14.8,7.2,30.1,2020,6,2
2020-06-09,Bangalore,22.2,26.5,18.6,74.8,10.2,6.8,20.8,2020,6,2
2020-06-09,Chennai,27.9,34.6,22.1,88.7,3.8,13.9,25.9,2020,6,2
2020-06-09,Kolkata,27.0,34.6,20.0,54.6,3.4,7.5,25.8,2020,6,2
2020-06-10,Mumbai,28.9,33.8,25.9,71.9,2.7,11.5,29.1,2020,6,2
2020-06-10,Delhi,33.0,36.7,29.8,85.0,0.0,16.9,34.2,2020,6,2
2020-06-10,Bangalore,23.8,27.9,19.0,80.7,2.6,13.6,22.8,2020,6,2
2020-06-10,Chennai,28.5,33.8,24.7,84.7,17.0,19.7,26.7,2020,6,2
2020-06-10,Kolkata,25.5,32.9,19.9,62.9,7.2,5.5,26.1,2020,6,2
2020-06-11,Mumbai,27.8,31.8,23.6,50.4,15.0,11.3,28.5,2020,6,2
2020-06-11,Delhi,34.0,36.9,29.4,62.7,15.7,10.9,34.4,2020,6,2
2020-06-11,Bangalore,22.2,28.2,17.8,66.6,0.7,9.3,20.3,2020,6,2
2020-06-11,Chennai,28.0,32.5,23.9,68.7,5.6,14.6,26.7,2020,6,2
2020-06-11,Kolkata,28.0,33.8,20.5,56.7,15.4,10.8,26.3,2020,6,2
2020-06-12,Mumbai,27.6,31.5,25.2,59.8,6.9,11.4,26.3,2020,6,2
2020-06-12,Delhi,31.8,35.9,29.0,45.7,13.2,12.2,32.6,2020,6,2
2020-06-12,Bangalore,22.3,27.2,17.8,64.1,12.1,8.4,22.7,2020,6,2
2020-06-12,Chennai,29.8,33.9,24.4,62.8,1.4,14.0,28.8,2020,6,2
2020-06-12,Kolkata,26.1,33.1,20.3,84.8,1.6,11.0,25.7,2020,6,2
2020-06-13,Mumbai,28.8,33.9,23.9,43.5,17.4,11.9,28.1,2020,6,2
2020-06-13,Delhi,33.6,35.0,31.3,60.1,9.1,6.5,33.7,2020,6,2
2020-06-13,Bangalore,23.0,26.9,19.0,63.0,15.0,12.0,24.5,2020,6,2
2020-06-13,Chennai,27.6,33.5,23.0,82.9,7.4,11.1,29.1,2020,6,2
2020-06-13,Kolkata,26.8,33.9,18.3,76.8,3.9,10.7,28.2,2020,6,2
2020-06-14,Mumbai,27.7,31.4,24.3,77.1,4.5,7.3,27.1,2020,6,2
2020-06-14,Delhi,30.3,33.2,29.3,86.3,15.8,18.8,31.2,2020,6,2
2020-06-14,Bangalore,22.9,27.8,17.7,81.6,19.3,15.0,22.5,2020,6,2
2020-06-14,Chennai,28.0,33.3,22.0,61.9,2.7,8.6,29.5,2020,6,2
2020-06-14,Kolkata,26.1,34.0,19.8,44.6,3.6,5.6,25.2,2020,6,2
2020-06-15,Mumbai,29.0,32.3,25.3,48.9,7.8,18.6,28.8,2020,6,2
2020-06-15,Delhi,32.6,33.9,31.0,53.6,16.4,5.0,34.6,2020,6,2
2020-06-15,Bangalore,21.9,28.0,17.5,46.4,15.9,10.2,20.4,2020,6,2
2020-06-15,Chennai,27.6,32.6,22.5,80.2,17.9,14.0,26.8,2020,6,2
2020-06-15,Kolkata,25.2,32.4,19.8,77.0,11.8,8.6,25.5,2020,6,2
2020-06-16,Mumbai,28.0,32.6,25.1,64.1,0.4,7.8,29.2,2020,6,2
2020-06-16,Delhi,31.7,34.8,29.9,53.9,10.5,6.0,32.7,2020,6,2
2020-06-16,Bangalore,23.8,27.5,19.1,43.7,4.2,18.5,22.0,2020,6,2
2020-06-16,Chennai,29.3,34.3,25.1,53.1,4.8,8.0,30.8,2020,6,2
2020-06-16,Kolkata,26.9,35.1,18.6,84.9,3.7,10.9,27.4,2020,6,2
2020-06-17,Mumbai,27.5,30.2,23.3,87.6,10.4,11.6,26.5,2020,6,2
2020-06-17,Delhi,30.9,33.2,28.8,89.5,4.7,6.6,32.8,2020,6,2
2020-06-17,Bangalore,22.8,26.7,18.2,55.2,16.4,10.5,22.4,2020,6,2
2020-06-17,Chennai,29.6,33.1,24.7,78.0,17.7,5.6,28.9,2020,6,2
2020-06-17,Kolkata,27.6,33.8,21.2,71.5,3.7,15.0,26.6,2020,6,2
2020-06-18,Mumbai,30.1,33.3,25.1,72.0,17.8,11.7,30.1,2020,6,2
2020-06-18,Delhi,32.1,34.5,29.4,56.6,15.7,19.3,34.1,2020,6,2
2020-06-18,Bangalore,23.0,27.7,19.0,86.8,19.9,15.9,24.2,2020,6,2
2020-06-18,Chennai,29.3,34.3,23.4,77.5,15.0,11.7,29.9,2020,6,2
2020-06-18,Kolkata,25.1,33.8,18.4,45.7,9.9,19.5,26.4,2020,6,2
2020-06-19,Mumbai,26.7,32.1,23.0,42.6,7.0,16.3,26.8,2020,6,2
2020-06-19,Delhi,33.9,35.6,31.3,65.6,13.9,5.4,35.3,2020,6,2
2020-06-19,Bangalore,22.1,26.5,19.5,89.7,7.4,10.4,22.2,2020,6,2
2020-06-19,Chennai,28.5,33.2,24.2,48.0,6.6,9.9,27.8,2020,6,2
2020-06-19,Kolkata,28.0,34.7,19.9,72.6,0.4,7.3,28.0,2020,6,2
2020-06-20,Mumbai,29.0,31.3,26.0,77.0,0.7,8.1,27.7,2020,6,2
2020-06-20,Delhi,33.7,35.6,31.0,67.5,9.8,16.6,34.2,2020,6,2
2020-06-20,Bangalore,23.6,29.7,16.7,82.6,1.7,5.3,25.5,2020,6,2
2020-06-20,Chennai,28.9,33.6,25.9,58.8,2.5,9.8,27.4,2020,6,2
2020-06-20,Kolkata,25.3,32.9,18.8,49.9,2.7,9.6,25.1,2020,6,2
2020-06-21,Mumbai,28.2,31.8,25.4,58.1,10.4,19.2,29.2,2020,6,2
2020-06-21,Delhi,31.4,35.8,29.0,75.2,8.6,8.4,29.4,2020,6,2
2020-06-21,Bangalore,25.0,30.0,19.8,72.7,10.7,9.6,24.7,2020,6,2
2020-06-21,Chennai,28.3,31.5,24.2,84.3,4.4,10.8,27.5,2020,6,2
2020-06-21,Kolkata,26.5,34.7,19.1,40.9,2.3,5.7,28.3,2020,6,2
2020-06-22,Mumbai,29.6,31.3,26.5,74.7,0.7,15.8,30.3,2020,6,2
2020-06-22,Delhi,31.1,33.4,28.3,45.5,12.0,19.9,31.0,2020,6,2
2020-06-22,Bangalore,22.4,28.0,16.9,83.4,2.1,16.9,21.2,2020,6,2
2020-06-22,Chennai,29.8,33.2,25.7,84.0,3.0,19.6,29.4,2020,6,2
2020-06-22,Kolkata,28.2,35.6,18.9,63.2,7.6,17.7,28.8,2020,6,2
2020-06-23,Mumbai,28.7,33.3,23.3,88.6,10.7,18.9,27.4,2020,6,2
2020-06-23,Delhi,31.1,33.4,30.6,90.0,4.9,6.7,29.3,2020,6,2
2020-06-23,Bangalore,24.1,29.4,17.9,55.9,16.6,6.2,23.7,2020,6,2
2020-06-23,Chennai,29.9,32.6,25.5,53.4,13.6,7.4,28.0,2020,6,2
2020-06-23,Kolkata,28.2,35.3,19.4,68.7,19.7,10.4,29.0,2020,6,2
2020-06-24,Mumbai,29.3,33.4,23.2,45.0,13.0,19.4,28.5,2020,6,2
2020-06-24,Delhi,31.5,34.0,29.2,54.0,6.5,10.2,32.0,2020,6,2
2020-06-24,Bangalore,22.2,26.1,19.3,87.2,4.7,6.1,20.5,2020,6,2
2020-06-24,Chennai,29.2,34.8,22.4,83.6,18.7,8.4,28.8,2020,6,2
2020-06-24,Kolkata,26.6,35.4,19.0,41.3,19.2,9.4,28.3,2020,6,2
2020-06-25,Mumbai,28.3,31.8,23.4,81.1,0.2,12.6,28.8,2020,6,2
2020-06-25,Delhi,31.8,35.9,29.1,64.9,13.0,15.9,30.1,2020,6,2
2020-06-25,Bangalore,23.5,26.2,19.1,77.1,13.7,18.6,22.2,2020,6,2
2020-06-25,Chennai,29.6,33.9,24.5,82.9,9.2,6.2,28.6,2020,6,2
2020-06-25,Kolkata,27.1,33.7,20.4,73.5,9.0,17.9,26.3,2020,6,2
2020-06-26,Mumbai,30.3,33.6,25.7,65.3,3.8,17.5,31.4,2020,6,2
2020-06-26,Delhi,34.5,36.8,30.3,80.3,10.7,13.9,33.0,2020,6,2
2020-06-26,Bangalore,23.3,26.8,18.7,77.2,14.0,11.0,24.9,2020,6,2
2020-06-26,Chennai,28.9,33.0,23.9,52.9,1.8,6.2,28.8,2020,6,2
2020-06-26,Kolkata,25.9,32.4,18.7,80.3,18.6,12.7,27.4,2020,6,2
2020-06-27,Mumbai,27.5,32.2,24.6,48.6,0.6,16.9,26.2,2020,6,2
2020-06-27,Delhi,31.9,33.4,30.3,72.7,2.6,5.0,31.4,2020,6,2
2020-06-27,Bangalore,22.7,27.6,18.5,57.5,1.8,12.6,23.0,2020,6,2
2020-06-27,Chennai,28.9,32.8,24.2,55.8,12.0,19.1,28.6,2020,6,2
2020-06-27,Kolkata,26.5,32.7,21.8,58.9,16.8,10.8,28.3,2020,6,2
2020-06-28,Mumbai,27.3,30.5,25.3,88.3,15.9,16.9,27.8,2020,6,2
2020-06-28,Delhi,32.9,36.1,30.7,79.9,11.7,8.1,34.2,2020,6,2
2020-06-28,Bangalore,23.6,28.9,17.4,53.8,19.5,15.3,22.3,2020,6,2
2020-06-28,Chennai,28.4,33.2,25.1,62.9,6.8,11.2,27.3,2020,6,2
2020-06-28,Kolkata,26.2,33.6,18.4,84.9,0.6,12.2,27.5,2020,6,2
2020-06-29,Mumbai,28.0,31.4,23.8,89.4,4.6,6.2,26.1,2020,6,2
2020-06-29,Delhi,32.4,33.8,31.3,65.4,2.0,18.0,30.6,2020,6,2
2020-06-29,Bangalore,20.9,26.3,16.2,70.9,10.5,13.6,19.2,2020,6,2
2020-06-29,Chennai,28.1,31.9,24.6,57.2,0.1,6.9,29.3,2020,6,2
2020-06-29,Kolkata,27.4,34.5,20.3,43.0,9.3,19.1,26.0,2020,6,2
2020-06-30,Mumbai,28.7,33.0,25.4,63.6,9.9,14.2,27.5,2020,6,2
2020-06-30,Delhi,32.0,35.5,29.0,52.7,4.4,9.5,31.1,2020,6,2
2020-06-30,Bangalore,21.9,26.8,17.3,66.4,4.9,18.4,22.6,2020,6,2
2020-06-30,Chennai,29.5,32.8,24.3,81.3,6.5,17.4,30.8,2020,6,2
2020-06-30,Kolkata,27.9,34.4,22.0,63.7,1.8,10.0,26.9,2020,6,2
2020-07-01,Mumbai,28.3,31.6,25.7,62.1,5.9,9.2,29.4,2020,7,2
2020-07-01,Delhi,27.9,36.2,18.1,59.5,3.2,11.6,28.1,2020,7,2
2020-07-01,Bangalore,24.4,28.2,19.9,52.1,10.3,12.9,24.0,2020,7,2
2020-07-01,Chennai,29.0,32.6,24.4,50.6,4.2,17.6,30.3,2020,7,2
2020-07-01,Kolkata,27.0,35.7,19.2,43.3,8.6,13.8,26.8,2020,7,2
2020-07-02,Mumbai,29.1,33.5,26.6,50.5,8.5,6.1,30.8,2020,7,2
2020-07-02,Delhi,28.2,34.8,20.4,42.3,9.5,5.6,29.2,2020,7,2
2020-07-02,Bangalore,22.1,26.8,18.1,83.6,15.9,5.9,20.4,2020,7,2
2020-07-02,Chennai,28.4,32.2,23.1,48.7,14.0,9.2,27.0,2020,7,2
2020-07-02,Kolkata,26.0,32.2,21.6,71.6,11.3,15.7,26.4,2020,7,2
2020-07-03,Mumbai,29.7,33.9,24.0,57.2,1.6,12.5,29.9,2020,7,2
2020-07-03,Delhi,27.1,34.1,21.9,81.9,8.9,18.7,28.2,2020,7,2
2020-07-03,Bangalore,23.1,26.3,19.3,61.5,17.4,13.7,21.4,2020,7,2
2020-07-03,Chennai,27.2,32.4,23.1,60.6,4.5,8.3,27.3,2020,7,2
2020-07-03,Kolkata,28.9,35.2,21.0,53.7,19.9,13.1,28.4,2020,7,2
2020-07-04,Mumbai,29.5,31.9,26.9,50.8,7.3,13.0,28.4,2020,7,2
2020-07-04,Delhi,29.0,34.2,21.8,42.9,14.3,13.3,28.7,2020,7,2
2020-07-04,Bangalore,22.9,29.5,16.7,43.6,1.5,15.2,23.4,2020,7,2
2020-07-04,Chennai,29.1,32.6,24.5,40.0,12.5,14.4,27.9,2020,7,2
2020-07-04,Kolkata,27.4,32.8,20.8,59.2,5.3,5.5,27.5,2020,7,2
2020-07-05,Mumbai,29.2,33.6,26.5,69.7,19.6,15.4,29.6,2020,7,2
2020-07-05,Delhi,27.9,33.4,20.6,74.0,3.9,15.7,26.1,2020,7,2
2020-07-05,Bangalore,23.0,29.3,17.1,64.4,7.7,19.8,23.1,2020,7,2
2020-07-05,Chennai,27.8,33.5,22.6,63.5,18.7,9.5,27.9,2020,7,2
2020-07-05,Kolkata,28.7,33.8,21.7,81.1,11.5,19.8,30.4,2020,7,2
2020-07-06,Mumbai,29.8,33.2,25.1,77.1,18.8,13.2,28.3,2020,7,2
2020-07-06,Delhi,29.4,36.4,21.7,61.7,16.3,16.3,30.3,2020,7,2
2020-07-06,Bangalore,21.7,28.8,16.5,66.7,1.8,14.4,20.3,2020,7,2
2020-07-06,Chennai,27.6,32.9,22.9,61.1,14.7,17.9,26.6,2020,7,2
2020-07-06,Kolkata,26.8,32.6,22.0,53.0,10.9,16.5,28.6,2020,7,2
2020-07-07,Mumbai,28.2,30.4,26.4,55.7,3.2,16.4,27.3,2020,7,2
2020-07-07,Delhi,25.8,34.3,18.9,87.3,5.3,13.0,24.5,2020,7,2
2020-07-07,Bangalore,22.1,27.8,18.0,46.3,12.0,12.9,23.4,2020,7,2
2020-07-07,Chennai,28.9,33.0,25.9,42.2,15.4,16.0,30.1,2020,7,2
2020-07-07,Kolkata,25.3,33.3,18.4,68.2,16.0,16.6,24.8,2020,7,2
2020-07-08,Mumbai,28.1,31.9,23.5,80.9,11.0,12.2,30.1,2020,7,2
2020-07-08,Delhi,26.5,34.6,19.3,54.2,6.9,17.9,27.8,2020,7,2
2020-07-08,Bangalore,22.1,29.3,16.5,77.0,2.3,11.6,20.7,2020,7,2
2020-07-08,Chennai,27.8,32.1,23.2,77.3,6.8,14.3,26.0,2020,7,2
2020-07-08,Kolkata,25.2,33.4,18.6,71.1,16.1,5.4,26.8,2020,7,2
2020-07-09,Mumbai,27.2,31.1,23.8,56.0,3.8,12.3,27.3,2020,7,2
2020-07-09,Delhi,26.4,33.2,21.2,88.4,18.5,12.0,28.2,2020,7,2
2020-07-09,Bangalore,23.6,29.8,19.3,75.9,7.2,12.3,23.2,2020,7,2
2020-07-09,Chennai,28.3,31.9,25.6,44.5,14.2,13.6,27.9,2020,7,2
2020-07-09,Kolkata,27.4,33.1,20.8,41.4,15.7,18.1,28.6,2020,7,2
2020-07-10,Mumbai,27.0,30.4,25.3,40.0,5.0,7.7,26.9,2020,7,2
2020-07-10,Delhi,26.0,33.4,18.9,82.0,7.3,8.4,27.7,2020,7,2
2020-07-10,Bangalore,21.2,26.3,16.1,81.0,7.7,12.8,19.8,2020,7,2
2020-07-10,Chennai,30.6,34.5,25.4,50.2,3.4,6.2,30.4,2020,7,2
2020-07-10,Kolkata,27.5,35.9,18.9,53.1,18.9,19.5,26.3,2020,7,2
2020-07-11,Mumbai,29.2,31.6,25.5,79.0,2.2,8.3,28.8,2020,7,2
2020-07-11,Delhi,26.0,33.8,19.4,53.0,8.9,12.1,24.0,2020,7,2
2020-07-11,Bangalore,22.3,29.5,16.3,57.3,6.9,8.4,23.5,2020,7,2
2020-07-11,Chennai,25.7,31.3,22.0,74.4,5.4,19.1,26.4,2020,7,2
2020-07-11,Kolkata,26.7,32.9,21.7,89.9,8.2,7.9,25.0,2020,7,2
2020-07-12,Mumbai,27.7,30.6,24.0,52.0,15.3,7.8,26.9,2020,7,2
2020-07-12,Delhi,29.0,36.1,21.4,47.1,13.0,17.1,28.5,2020,7,2
2020-07-12,Bangalore,23.6,29.1,16.2,58.2,9.7,8.4,24.4,2020,7,2
2020-07-12,Chennai,27.6,33.4,23.1,54.0,15.9,9.1,26.5,2020,7,2
2020-07-12,Kolkata,27.5,33.7,21.6,61.1,4.4,8.5,28.0,2020,7,2
2020-07-13,Mumbai,27.2,32.1,23.0,63.5,17.0,8.0,27.0,2020,7,2
2020-07-13,Delhi,26.3,33.0,18.9,62.9,10.6,19.7,26.6,2020,7,2
2020-07-13,Bangalore,22.6,26.6,17.8,80.4,5.1,8.2,23.1,2020,7,2
2020-07-13,Chennai,28.0,31.8,25.7,72.7,14.0,10.3,27.4,2020,7,2
2020-07-13,Kolkata,28.3,34.7,20.8,45.2,16.9,8.2,30.1,2020,7,2
2020-07-14,Mumbai,29.4,31.8,26.9,40.4,1.1,17.8,27.7,2020,7,2
2020-07-14,Delhi,27.3,36.3,18.1,42.5,7.8,14.1,25.7,2020,7,2
2020-07-14,Bangalore,22.7,27.4,17.7,86.3,2.8,13.5,23.2,2020,7,2
2020-07-14,Chennai,29.0,31.5,25.7,65.4,3.9,16.3,29.9,2020,7,2
2020-07-14,Kolkata,25.3,32.2,19.8,85.3,15.5,12.2,27.1,2020,7,2
2020-07-15,Mumbai,27.3,30.1,24.2,89.5,13.6,8.0,27.2,2020,7,2
2020-07-15,Delhi,27.4,33.5,20.4,61.1,12.3,19.0,25.5,2020,7,2
2020-07-15,Bangalore,24.2,28.2,18.9,76.1,16.1,5.1,23.7,2020,7,2
2020-07-15,Chennai,29.6,34.4,25.6,76.3,1.5,6.8,29.2,2020,7,2
2020-07-15,Kolkata,26.3,35.2,18.4,76.3,9.6,17.6,27.3,2020,7,2
2020-07-16,Mumbai,28.9,33.8,23.6,64.5,2.6,6.5,28.1,2020,7,2
2020-07-16,Delhi,26.6,33.5,19.8,70.4,0.4,18.2,24.9,2020,7,2
2020-07-16,Bangalore,21.0,26.0,16.4,56.0,19.1,15.5,21.6,2020,7,2
2020-07-16,Chennai,27.6,32.1,24.5,81.1,4.3,11.9,27.3,2020,7,2
2020-07-16,Kolkata,28.4,35.9,18.9,75.2,4.7,16.6,28.0,2020,7,2
2020-07-17,Mumbai,28.9,30.8,27.0,86.2,13.8,9.0,28.1,2020,7,2
2020-07-17,Delhi,27.6,34.4,22.0,61.0,4.1,16.3,27.8,2020,7,2
2020-07-17,Bangalore,21.5,27.2,16.4,44.1,8.9,17.1,21.6,2020,7,2
2020-07-17,Chennai,28.4,33.5,22.9,62.0,3.1,5.7,28.0,2020,7,2
2020-07-17,Kolkata,26.6,33.6,18.0,62.7,18.6,9.1,25.0,2020,7,2
2020-07-18,Mumbai,27.8,31.2,25.1,74.6,5.7,18.9,27.0,2020,7,2
2020-07-18,Delhi,26.4,33.6,20.8,62.2,17.7,5.7,28.3,2020,7,2
2020-07-18,Bangalore,23.3,28.6,19.4,79.3,7.5,14.5,21.3,2020,7,2
2020-07-18,Chennai,26.4,31.3,23.0,88.0,4.3,11.5,25.1,2020,7,2
2020-07-18,Kolkata,27.2,34.0,18.5,54.4,5.4,6.2,29.1,2020,7,2
2020-07-19,Mumbai,28.1,31.4,25.3,76.8,4.1,19.7,28.1,2020,7,2
2020-07-19,Delhi,26.7,34.6,18.4,48.1,12.3,11.5,25.8,2020,7,2
2020-07-19,Bangalore,24.0,28.5,19.1,78.0,18.5,17.0,25.1,2020,7,2
2020-07-19,Chennai,28.0,34.1,22.0,75.9,1.1,19.2,26.0,2020,7,2
2020-07-19,Kolkata,27.1,33.8,19.9,65.6,3.8,9.6,25.7,2020,7,2
2020-07-20,Mumbai,29.6,31.1,26.6,40.8,13.9,19.9,29.2,2020,7,2
2020-07-20,Delhi,26.2,33.2,19.9,52.5,5.4,11.3,27.8,2020,7,2
2020-07-20,Bangalore,23.2,27.6,17.3,54.1,18.0,14.9,25.0,2020,7,2
2020-07-20,Chennai,28.1,32.2,22.9,81.7,14.4,7.2,29.3,2020,7,2
2020-07-20,Kolkata,27.0,34.3,18.4,74.1,17.7,8.4,25.4,2020,7,2
2020-07-21,Mumbai,29.2,31.4,25.8,50.6,2.8,9.6,29.1,2020,7,2
2020-07-21,Delhi,28.0,35.3,21.5,50.3,14.3,15.6,29.3,2020,7,2
2020-07-21,Bangalore,24.6,29.8,18.4,66.4,13.9,14.0,25.8,2020,7,2
2020-07-21,Chennai,28.0,31.7,22.4,80.2,9.7,14.0,28.6,2020,7,2
2020-07-21,Kolkata,26.5,33.1,19.1,86.1,19.8,9.2,25.1,2020,7,2
